incident_id,person_id,role
INC001485,P00291,accused
INC001486,P00539,accused
INC001487,P00356,accused
INC001488,P00791,accused
INC001489,P00592,accused
INC001490,P00092,accused
INC001491,P00119,accused
INC001492,P00351,accused
INC001493,P00478,accused
INC001494,P00059,accused
INC001495,P00611,accused
INC001496,P00071,accused
INC001497,P00113,accused
INC001498,P00089,accused
INC001499,P00021,accused
INC001500,P00719,accused
